DOI	Date	Subjects	License	Title	Authors	Affiliations
http://dx.doi.org/10.1101/067652	2016-08-03	Microbiology	CC-BY-NC-ND	Rapid resistome mapping using nanopore sequencing	Eric van der Helm|Lejla Imamovic|Mostafa M. Hashim Ellabaan|Anna Koza|Morten Otto Alexander O. A. Sommer	Novo Nordisk Foundation Center for Biosustainability at the Technical University of Denmark
http://dx.doi.org/10.1101/067561	2016-08-03	Genomics		GSuite HyperBrowser: integrative analysis of dataset collections across the genome and epigenome	Boris Simovski|Daniel Vodak|Sveinung Gundersen|Diana Domanska|Abdulrahman Azab|Lars Holden|Marit Holden|Ivar Grytten|Knut Dagestad Rand|Finn Drablos|Morten Johansen|Antonio Mora|Christin Lund-Andersen|Bastian Fromm|Ragnhild Eskeland|Odd Stokke Gabrielsen|Sigve Nakken|Mads Bengtsen|Alexander Johan Nederbragt|Hildur Sif Thorarensen|Johannes Andreas Akse|Ingrid Glad|Eivind Hovig|Geir Kjetil Sandve	University of Oslo;|Norwegian Computing Center;|NTNU - Norwegian University of Science and Technology;|Oslo University Hospital
http://dx.doi.org/10.1101/067611	2016-08-03	Bioinformatics	CC-BY-NC-ND	DIABLO - an integrative, multi-omics, multivariate method for multi-group classification	Amrit Singh|Benoit Gautier|Casey P. Shannon|Michael Vacher|Florian Rohart|Scott J Tebutt|Kim-Anh Le Cao	University of British Columbia;|The University of Queensland Diamantina Institute;|PROOF Centre;|The University of Western Australia
http://dx.doi.org/10.1101/067603	2016-08-03	Animal Behavior and Cognition	CC-BY-NC-ND	Habits without Values	Kevin Miller|Amitai Shenhav|Elliot Ludvig	Princeton University;|Brown University;|University of Warwick
http://dx.doi.org/10.1101/067660	2016-08-03	Evolutionary Biology		Pollutants and insecticides drive local adaptation in African malaria mosquitoes	Colince Kamdem|Caroline Fouet|Stephanie Gamez|Bradley J White	University of California Riverside
http://dx.doi.org/10.1101/067579	2016-08-03	Neuroscience	CC-BY-NC	Local expectation violations result in global activity gain in primary visual cortex	Peter Kok|Lieke L.F. van Lieshout|Floris P. de Lange	Princeton University;|Radboud University
http://dx.doi.org/10.1101/066399	2016-08-03	Plant Biology		NUCLEAR FACTOR Y, subunit A (NF-YA) proteins positively regulate flowering and act through FLOWERING LOCUS T	Chamindika Siriwardana|Nerina Gnesutta|Roderick Kumimoto|Daniel Jones|Zachary Myers|Roberto Mantovani|Ben F Holt	University of Oklahoma;|Universita degli Studi di Milano;|University of California - Davis
http://dx.doi.org/10.1101/067520	2016-08-03	Plant Biology	CC-BY-NC-ND	Morphometric analysis of Passiflora leaves II: divergent heteroblastic trajectories underlie the disparate leaf shapes among Passiflora species	Daniel H Chitwood|Wagner C Otoni	Donald Danforth Plant Science Center;|Universidade Federal de Vicosa
http://dx.doi.org/10.1101/067512	2016-08-03	Plant Biology	CC-BY-NC-ND	Morphometric analysis of Passiflora leaves I: the relationship between landmarks of the vasculature and elliptical Fourier descriptors of the blade	Daniel H Chitwood|Wagner C Otoni	Donald Danforth Plant Science Center;|Universidade Federal de Vicosa
http://dx.doi.org/10.1101/067504	2016-08-03	Genomics	CC-BY-NC-ND	Sequence elimination in hybrid offspring of wheat-Agropyron cristatum (L.) Gaertn introgression line Pubing3504 × common wheat cultivar Jing4839	Wu Xiaoyang|Chen Dan|Lu Yuqing|Zhang Jinpeng|Liu Weihua|Yang Xinming|Li Xiuquan|Du Juan|Li Lihui	Chinese Academy of Agricultural Sciences, China
http://dx.doi.org/10.1101/067942	2016-08-04	Evolutionary Biology		Recombination-driven genome evolution and stability of bacterial species	Purushottam D Dixit|Tin Y Pang|Sergei Maslov	Columbia University;|Heinrich-Heine-Universität;|University of Illinois Urbana-Champaign
http://dx.doi.org/10.1101/067926	2016-08-04	Ecology	CC-BY	Community structure follows simple assembly rules in microbial microcosms	Jonathan Friedman|Logan M Higgins|Jeff Gore	Massachusetts Institute of Technology
http://dx.doi.org/10.1101/067934	2016-08-04	Genetics	CC-BY-ND	Comprehensive population-based genome sequencing provides insight into hematopoietic regulatory mechanisms	Michael Guo|Satish K Nandakumar|Jacob C Ulirsch|Seyedeh Maryam Zekavat|Jason D Buenrostro|Pradeep Natarajan|Rany Salem|Roberto Chiarle|Mario Mitt|Mart Kals|Kalle Parn|Krista Fischer|Lili Milani|Reedik Magi|Priit Palta|Stacey B Gabriel|Andres Metspalu|Eric S Lander|Sekar Kathiresan|Joel N Hirschhorn|Tonu Esko|Vijay G Sankaran	Broad Institute of MIT and Harvard;|Boston Children's Hospital and Harvard Medical School;|Estonian Genome Center of the University of Tartu
http://dx.doi.org/10.1101/067967	2016-08-04	Epidemiology	CC-BY	Insights into mortality patterns and causes of death through a process point of view	James Anderson|Ting Li|David J Sharrow	University of Washington;|Remnin University
http://dx.doi.org/10.1101/067843	2016-08-04	Neuroscience		Fast and accurate spike sorting in vitro and in vivo for up to thousands of electrodes	Pierre Yger|Giulia L. B. Spampinato|Elric Esposito|Baptiste Lefebvre|Stephane Deny|Christophe Gardella|Marcel Stimberg|Florian Jetter|Guenther Zeck|Serge Picaud|Jens Duebel|Olivier Marre	Institut de la Vision;|NMI, Neurophysics Group, Reutligen
http://dx.doi.org/10.1101/067884	2016-08-04	Genomics	CC-BY-ND	Single Cell Transcriptome Conservation in Cryopreserved Cells and Tissues	Amy Guillaumet-Adkins|Gustavo Rodriguez-Esteban|Elisabetta Mereu|Alberto Villanueva|August Vidal|Marta Gut|Ivo Gut|Holger Heyn	CNAG-CRG;|IDIBELL
http://dx.doi.org/10.1101/067819	2016-08-04	Evolutionary Biology	CC-BY-NC-ND	Beyond the Hypercube: Evolutionary Accessibility of Fitness Landscapes with Realistic Mutational Networks	Marcin Zagorski|Zdzislaw Burda|Bartlomiej Waclaw	Institute of Science and Technology (IST) Austria;|Faculty of Physics and Applied Computer Science, AGH University of Science and Technology, Poland;|The University of Edinburgh
http://dx.doi.org/10.1101/067769	2016-08-04	Evolutionary Biology	CC-BY-NC-ND	Genetic Diversity, Population Structure and Species Delimitation of Trialeurodes vaporariorum (Greenhouse whitefly)	James M Wainaina|Paul De Barro|Laura Kubatko|Monica A Kehoe|Jagger Harvey|David Karanja|Laura Boykin	The University of Western Australia;|CSIRO;|The Ohio State University;|Departments of Agriculture and Food Western Australia;|Biosciences eastern and central Africa (BecA/ILRI Hub) International Livestock Research Institute;|Kenya Agriculture and Livestock Research Organization;|The University of Western Australia, Australian Research Council Centre of Excellence in PEB
http://dx.doi.org/10.1101/067785	2016-08-04	Developmental Biology	CC-BY	Accelerated cell divisions drive the outgrowth of the regenerating spinal cord in axolotls	Fabian Rost|Aida Rodrigo Albors|Vladimir Mazurov|Lutz Brusch|Andreas Deutsch|Elly M Tanaka|Osvaldo Chara	Center for Information Services and High Performance Computing, Technical University of Dresden;|Deutsche Forschungsgemeinschaft, Center for Regenerative Therapies Dresden
http://dx.doi.org/10.1101/067421	2016-08-04	Biophysics	CC-BY-NC-ND	Modeling Hsp70/Hsp40 interaction by multi-scale molecular simulations and co-evolutionary sequence analysis	Duccio Malinverni|Alfredo Jost Lopez|Paolo De Los Rios|Gerhard Hummer|Alessandro Barducci	École Polytechnique Fédérale de Lausanne;|Max Planck Institute of Biophysics, Max-von-Laue-Str. 3, D-60438 Frankfurt am Main, Germany;|École Polytechnique Fédérale de Lausanne, Switzerland;|Université de Montpellier, CNRS, Centre de Biochimie Structurale, Montpellier, France
http://dx.doi.org/10.1101/067538	2016-08-04	Evolutionary Biology		Evolution trajectories of snake genes and genomes revealed by comparative analyses of five-pacer viper	Wei Yin|Zongji Wang|Qiye Li|Jinmin Lian|Yang Zhou|Bingzheng Lu|Lijun Jin|Pengxin Qiu|Pei Zhang|Wenbo Zhu|Bo Wen|Yijun Huang|Zhilong Lin|Bitao Qiu|Xingwen Su|Huanming Yang|Guojie Zhang|Guangmei Yan|Qi Zhou	Sun Yat-sen University;|Zhejiang University;|China National Genebank, BGI-Shenzhen;|BGI-Shenzhen
http://dx.doi.org/10.1101/067876	2016-08-04	Cell Biology		An RNA-binding tropomyosin recruits kinesin-1 dynamically to oskar mRNPs	Imre Gaspar|Vasily Sysoev|Artem Komissarov|Anne Ephrussi	European Molecular Biology Laboratory
http://dx.doi.org/10.1101/067868	2016-08-04	Cell Biology	CC-BY	Adverse effects of culture media on human pluripotent stem cells	Megha Prakash Bangalore|Syama Adhikarla|Odity Mukherjee|Mitradas.M Panicker	National Centre for Biological Sciences;|Institute for Stem Cell Biology and Regenerative Medicine
http://dx.doi.org/10.1101/067900	2016-08-04	Systems Biology	CC-BY	An Atlas of Human Kinase Regulation	David Ochoa|Mindaugas Jonikas|Robert T Lawrence|Bachir El Debs|Joel Selkrig|Athanasios Typas|Judit Villen|Silvia Santos|Pedro Beltrao	European Molecular Biology Laboratory, European Bioinformatics Institute;|MRC Clinical Sciences Centre, Imperial College London;|Department of Genome Sciences, University of Washington;|European Molecular Biology Laboratory (EMBL), Genome Biology Unit;|EMBL-EBI
http://dx.doi.org/10.1101/067918	2016-08-04	Microbiology		Direct correlation between motile behavior and protein abundance in single cells	Yann S Dufour|Sebastien Gillet|Nicholas W Frankel|Douglas B Weibel|Thierry Emonet	Yale University (current: Michigan State University);|Yale University;|University of Wisconsin-Madison
http://dx.doi.org/10.1101/067793	2016-08-04	Ecology	CC-BY-NC-ND	The genealogical decomposition of a matrix population model with applications to the aggregation of stages	Francois Bienvenu|Erol Akcay|Stephane Legendre|David McCandlish	Collège de France;|University of Pennsylvania;|Ecole Normale Supérieure
http://dx.doi.org/10.1101/067694	2016-08-04	Genetics	CC-BY-NC-ND	Late Onset Alzheimer's disease risk variants in cognitive decline: The PATH Through Life Study	Shea J Andrews|Debjani Das|Kaarin J Anstey|Simon Easteal	John Curtin School of Medical Research, Australian National University;|Centre for Research on Ageing, Health and Wellbeing, Australian National University
http://dx.doi.org/10.1101/067801	2016-08-04	Bioinformatics		BayesFM: a software program to fine-map multiple causative variants in GWAS identified risk loci.	Ming Fang|Michel Georges	Life Science College, Heilongjiang Bayi Argriculture University;|Unit of Animal Genomics, GIGA-R & Faculty of Veterinary Medicine, ULG
http://dx.doi.org/10.1101/067827	2016-08-04	Cell Biology		GTSE1 tunes microtubule dynamics for chromosome alignment and segregation through MCAK inhibition	Shweta Bendre|Arnaud Rondelet|Conrad Hall|Nadine Woestehoff|Yu-Chih Lin|Gary Brouhard|Alexander Bird	Max Planck Institute of Molecular Physiology;|McGill University
http://dx.doi.org/10.1101/067751	2016-08-04	Biophysics	CC-BY-NC-ND	Ultraslow water-mediated transmembrane interactions regulate the activation of A2A adenosine receptor	Yoonji Lee|Songmi Kim|Sun Choi|Changbong Hyeon	Ewha Womans University;|Korea Institute for Advanced Study
http://dx.doi.org/10.1101/067744	2016-08-04	Cell Biology	CC-BY-NC-ND	Experimental Reconstitution of Chronic ER Stress in the Liver Reveals Feedback Suppression of Bip mRNA Expression	Javier A. Gomez|D. Thomas Rutkowski	University of Iowa;|University of Iowa Carver College of Medicine
http://dx.doi.org/10.1101/067892	2016-08-04	Neuroscience		Low activity microstates during sleep	Hiroyuki Miyawaki|Yazan Billeh|Kamran Diba	University of Wisconsin - Milwaukee;|California Institute of Technology;|University of Wisconsin-Milwaukee
http://dx.doi.org/10.1101/067835	2016-08-04	Genetics		Signatures of human European Paleolithic expansion shown by resequencing of non-recombining X-chromosome segments	Pierpaolo Maisano Delser|Rita Neumann|Stephane Ballereau|Pille Hallast|Chiara Batini|Daniel Zadik|Mark Jobling	University of Cambridge;|University of Leicester;|Cancer Research UK Cambridge Institute;|University of Tartu
http://dx.doi.org/10.1101/068049	2016-08-05	Bioinformatics	CC-BY-NC-ND	PBrowse: A web-based platform for real-time collaborative exploration of genomic data	Peter S Szot|Andrian Yang|Xin Wang|Chirag Parsania|Uwe Rohm|Koon Ho Wong|Joshua W. K. Ho	Victor Chang Cardiac Research Institute;|University of Macau;|University of Sydney
http://dx.doi.org/10.1101/068114	2016-08-05	Genomics		AN ISOCHORE FRAMEWORK UNDERLIES CHROMATIN ARCHITECTURE	Kamel Jabbari|Giorgio Bernardi	Max Planck Institute for Biology of Ageing;|Roma Tre University
http://dx.doi.org/10.1101/068189	2016-08-05	Genomics	CC-BY-NC-ND	Ancient European dog genomes reveal continuity since the early Neolithic	Laura Botigue|Shiya Song|Amelie Scheu|Shyamalika Gopalan|Amanda Pendleton|Matthew Oetjens|Angela Taravella|Timo Seregely|Andrea Zeeb-Lanz|Rose-Marie Arbogast|Dean Bobo|Kevin Daly|Martina Unterlander|Joachim Burger|Jeffrey Kidd|Krishna Veeramah	Stony Brook;|University of Michigan;|Johannes Gutenberg-University Mainz;|University of Bamberg;|Department for Monumental Heritage Speyer;|CNRS UMR 7044-UDS;|Trinity College Dublin;|Johannes Gutenberg-University Mai;|Stony Brook University
http://dx.doi.org/10.1101/068098	2016-08-05	Bioinformatics		Structural and Functional Analyses of PolyProline-II helices in Globular Proteins	Prasun Kumar|Manju Bansal	Indian Institute of Science
http://dx.doi.org/10.1101/068171	2016-08-05	Ecology		Sympatry with the devil? Niche-based approach explains the mechanisms allowing 1 coexistence of native and non-native salmonids	Camille Musseau|Simone Vincenzi|Dusan Jesensek|Stephanie Bouletreau|Frederic Santoul|Alain Jean Crivelli	Freie Universität Berlin;|University of California, Santa Cruz;|Tolmin Angling Association;|Université de Toulouse;|Tour du Valat
http://dx.doi.org/10.1101/068015	2016-08-05	Biochemistry	CC-BY-ND	On the estimation errors of KM and V from time-course experiments using the Michaelis-Menten equation	Wylie Stroberg|Santiago Schnell	University of Michigan Medical School
http://dx.doi.org/10.1101/068072	2016-08-05	Developmental Biology	CC-BY-ND	A damped oscillator imposes temporal order on posterior gap gene expression in Drosophila	Berta Verd|Erik Clark|Anton Crombach|Johannes Jaeger	KLI Klosterneuburg;|University of Cambridge;|CIRB;|KI Klosterneuburg
http://dx.doi.org/10.1101/068064	2016-08-05	Systems Biology	CC-BY-ND	Dynamic Maternal Gradients Control Timing and Shift-Rates for Gap Gene Expression	Berta Verd|Anton Crombach|Johannes Jaeger	KLI Klosterneuburg;|CIRB
http://dx.doi.org/10.1101/068106	2016-08-05	Genomics		Population genomics of C. melanopterus using target gene capture data: demographic inferences and conservation perspectives	Pierpaolo Maisano Delser|Shannon Corrigan|Matthew Hale|Chenhong Li|Michel Veuille|Serge Planes|Gavin Naylor|Stefano Mona	University of Cambridge;|College of Charleston;|Medical University of South Carolina;|Key Laboratory of Exploration and Utilization of Aquatic Genetic Resources, Shanghai;|EPHE;|CRIOBE-USR
http://dx.doi.org/10.1101/068056	2016-08-05	Genetics	CC-BY-NC-ND	An autonomous meiosis-specific region of yeast Nup2 (hNup50) promotes normal meiotic chromosome dynamics in Saccharomyces cerevisiae.	Daniel B. Chu|Sean M Burgess	University of California, Davis
http://dx.doi.org/10.1101/068148	2016-08-05	Systems Biology		Long-time analytic approximation of large stochastic oscillators: simulation, analysis and inference	Giorgos Minas|David A Rand	University of Warwick
http://dx.doi.org/10.1101/067850	2016-08-05	Genomics	CC-BY	Overcoming the dichotomy: new insights into the genomic diversity of open and isolated European populations	Paolo Anagnostou|Valentina Dominici|Cinzia Battaggia|Luca Pagani|Miguel Vilar|Spencer Wells|Davide Pettener|Stefania Sarno|Alessio Boattini|Paolo Francalacci|Vincenza Colonna|Giuseppe Vona|Carla Calo|Giovanni Destro Bisol|Sergio Tofanelli	University of Rome;|University of Cambridge;|University of Pennsylvania;|National Geographic Society;|Univerisity of Bologna;|University of Sassari;|National Research Council (CNR);|University of Cagliari;|University of Pisa
http://dx.doi.org/10.1101/068007	2016-08-05	Genetics	CC-BY	Identification of Brain Expression Quantitative Trait Loci Associated with Schizophrenia and Affective Disorders in Normal Brain Tissue	Oneil G Bhalala|Artika P Nath|Michael Inouye|Christopher R Sibley	The University of Melbourne;|Imperial College London
http://dx.doi.org/10.1101/068130	2016-08-05	Synthetic Biology		Synthetic Photosynthetic Consortia Define Interactions Leading to Robustness and Photoproduction	Stephanie G. Hays|Leo L.W. Yan|Pamela A. Silver|Daniel C. Ducat	Harvard;|Michigan State University
http://dx.doi.org/10.1101/068122	2016-08-05	Bioinformatics	CC-BY-NC	Fast and accurate de novo genome assembly from long uncorrected reads	Robert Vaser|Ivan Sovic|Niranjan Nagarajan|Mile Sikic	University of Zagreb, Faculty of Electrical Engineering and Computing;|Rudjer Boskovic Institute;|Genome Institute of Singapore
http://dx.doi.org/10.1101/068031	2016-08-05	Molecular Biology	CC-BY	Removing bias against short sequences enables northern blotting to better complement RNA-seq for the study of small RNAs	Yun S Choi|Lanelle O Edwards|Aubrey DiBello|Antony Merlin Jose	University of Maryland;|University of Maryland College Park
http://dx.doi.org/10.1101/067678	2016-08-05	Bioinformatics	CC-BY	Interactive online brain shape visualization	Anisha Keshavan|Arno Klein|Benjamin Cipollini	UCSF;|Sage Bionetworks;|UCSD
http://dx.doi.org/10.1101/067991	2016-08-05	Evolutionary Biology	CC-BY-NC-ND	Evolution of simple multicellularity increases environmental complexity	Maria Rebolleda-Gomez|William C. Ratcliff|Fankhauser Jonathon|Michael Travisano	University of Minnesota;|Georgia Tech
http://dx.doi.org/10.1101/067702	2016-08-05	Bioinformatics	CC-BY	Optimized implementations of voxel-wise degree centrality and local functional connectivity density mapping in AFNI	Richard Craddock|Daniel Clark	Nathan S. Kline Institute for Psychiatric Research;|Child Mind Institute
http://dx.doi.org/10.1101/068247	2016-08-06	Evolutionary Biology		Extensive genetic diversity among populations of the malaria mosquito Anopheles moucheti revealed by population genomics	Caroline Fouet|Colince Kamdem|Stephanie Gamez|Bradley J White	University o California Riverside;|University of California Riverside
http://dx.doi.org/10.1101/068221	2016-08-06	Neuroscience		Large-scale multivariate activation states of the human brain	Richard H Chen|Takuya Ito|Kaustubh R Kulkarni|Michael W Cole	Rutgers University
http://dx.doi.org/10.1101/068163	2016-08-06	Biophysics		A FLIC motility assay reveals myosin-6 coordination limited by actin filament buckling	Agata K Krenc|Jagoda J Rokicka|Ronald S Rock	University of Chicago
http://dx.doi.org/10.1101/068254	2016-08-06	Neuroscience		Cytoarchitectonic similarity is a wiring principle of the human connectome	Alexandros Goulas|Rene Werner|Sarah F Beul|Dennis Saering|Martijn van den Heuvel|Lazaros C Triarhou|Claus C Hilgetag	Department of Computational Neuroscience, University Medical Center Hamburg-Eppendorf;|rain Center Rudolf Magnus, Department of Psychiatry, University Medical Center Utrecht;|Laboratory of Theoretical and Applied Neuroscience, University of Macedonia
http://dx.doi.org/10.1101/068205	2016-08-06	Evolutionary Biology		Chromosomal inversions facilitate chromosome-scale evolution in Anopheles funestus	Caroline Fouet|Colince Kamdem|Bradley J White	University of California Riverside
http://dx.doi.org/10.1101/068262	2016-08-06	Biochemistry		How the AFF1/4 scaffold recruits the elongation factor ELL2 to promote HIV-1 proviral transcription	Shiqian Qi|Zichong Li|Ursula Schulze-Gahmen|Goran Stjepanovic|Qiang Zhou|James Hurley	State Key Laboratory of Biotherapy, West China Hospital, Sichuan University;|UC Berkeley
http://dx.doi.org/10.1101/068239	2016-08-06	Evolutionary Biology		Genomic signatures of introgression at late stages of speciation in a malaria mosquito	Colince Kamdem|Caroline Fouet|Stephanie Gamez|Bradley J White	University of California Riverside;|UCR
http://dx.doi.org/10.1101/068213	2016-08-06	Evolutionary Biology		Rapid expansion of immune-related gene families in the house fly, Musca domestica	Timothy B. Sackton|Brian Lazzaro|Andrew Clark	Harvard University;|Cornell University
http://dx.doi.org/10.1101/068338	2016-08-07	Bioinformatics	CC-BY	ABySS 2.0: Resource-Efficient Assembly of Large Genomes using a Bloom Filter	Shaun D Jackman|Benjamin P Vandervalk|Hamid Mohamadi|Justin Chu|Sarah Yeo|S Austin Hammond|Golnaz Jahesh|Hamza Khan|Lauren Coombe|Rene L Warren|Inanc Birol	BC Cancer Agency Genome Sciences Centre
http://dx.doi.org/10.1101/068312	2016-08-07	Microbiology	CC-BY-NC-ND	Genome Integration and Reactivation of the Virophage Mavirus In the Marine Protozoan Cafeteria roenbergensis	Matthias G Fischer|Thomas Hackl	Max Planck Institute for Medical Research
http://dx.doi.org/10.1101/068346	2016-08-07	Animal Behavior and Cognition		Human inferences about sequences: A minimal transition probability model	Florent Meyniel|Maxime Maheu|Stanislas Dehaene	CEA
http://dx.doi.org/10.1101/068270	2016-08-07	Systems Biology	CC-BY-ND	Fundamental principles governing sporulation efficiency: A network theory approach	Camellia Sarkar|Saumya Gupta|Himanshu Sinha|Sarika Jalan	Indian Institute of Technology Indore;|Tata Institute of Fundamental Research;|Indian Institute of Technology Madras
http://dx.doi.org/10.1101/068320	2016-08-07	Neuroscience		Contextual connectivity: A framework for understanding the intrinsic dynamic architecture of large-scale functional brain networks	Rastko Ciric|Jason Nomi|Lucina Uddin|Ajay Satpute	Pomona College;|University of Miami
http://dx.doi.org/10.1101/068288	2016-08-07	Systems Biology		Dynamics of lineage commitment revealed by single-cell transcriptomics of differentiating embryonic stem cells	Stefan Semrau|Johanna Goldmann|Magali Soumillon|Tarjei S. Mikkelsen|Rudolf Jaenisch|Alexander van Oudenaarden	Leiden University, Leiden, The Netherlands;|Whitehead Institute for Biomedical Research, Cambridge, USA;|Broad Institute, Cambridge, USA;|Hubrecht Institute, Utrecht, The Netherlands
http://dx.doi.org/10.1101/068403	2016-08-08	Biophysics		The hidden treasure in your data: Phasing with unexpected weak anomalous scatterers from routine datasets	Raghurama P Hegde|Steven C Almo|Udupi A Ramagopal	Poornaprajna Institute of Scientific Research;|Albert Einstein College of Medicine
http://dx.doi.org/10.1101/068502	2016-08-08	Biochemistry		Multiple binding modes of ibuprofen in human serum albumin identified by absolute binding free energy calculations	Stefania Evoli|David Mobley|Rita Guzzi|Bruno Rizzuti	University of Calabria;|Departments of Pharmaceutical Sciences and Chemistry
http://dx.doi.org/10.1101/068429	2016-08-08	Evolutionary Biology	CC-BY-NC-ND	Dynamics and fate of beneficial mutations under lineage contamination by linked deleterious mutations	Sophie Penisson|Tanya Singh|Paul D. Sniegowski|Philip J Gerrish	Universite Paris-Est;|University of Pennsylvania;|Georgia Institute of Technology
http://dx.doi.org/10.1101/068460	2016-08-08	Plant Biology	CC-BY-NC-ND	Into the Evening: Complex Interactions in the Arabidopsis circadian clock.	He A Huang|Dmitri A. Nusinow	Donald Danforth Plant Science Center
http://dx.doi.org/10.1101/068387	2016-08-08	Ecology	CC-BY	The fishing and natural mortality of large, piscivorous Bull Trout and Rainbow Trout in Kootenay Lake, British Columbia (2008-2013)	Joseph Thorley|Greg Andrusak	Poisson Consulting Ltd.;|BC Fish and Wildlife Branch
http://dx.doi.org/10.1101/068478	2016-08-08	Genomics	CC-BY	recount: A large-scale resource of analysis-ready RNA-seq expression data	Leonardo Collado-Torres|Abhinav Nellore|Kai Kammers|Shannon E Ellis|Margaret A Taub|Kasper D Hansen|Andrew E Jaffe|Ben Langmead|Jeffrey Leek	Johns Hopkins Bloomberg School of Public Health;|Lieber Institute for Brain Development;|Johns Hopkins University
http://dx.doi.org/10.1101/068445	2016-08-08	Evolutionary Biology	CC-BY	Population structure reduces the benefits from partner choice in mutualism	Erol Akcay	University of Pennsylvania
http://dx.doi.org/10.1101/068155	2016-08-08	Genomics	CC-BY-NC-ND	No evidence for unknown archaic ancestry in South Asia	Pontus Skoglund|Swapan Mallick|Nick Patterson|David Reich	Harvard University;|Harvard Medical School;|MIT
http://dx.doi.org/10.1101/068080	2016-08-08	Evolutionary Biology	CC-BY-NC-ND	Testing for local adaptation and evolutionary potential along altitudinal gradients in rainforest Drosophila: limitations of laboratory estimates.	Eleanor K O'Brien|Megan Higgie|Alan Reynolds|Ary A Hoffmann|Jon R Bridle	University of Bath;|James Cook University;|University of Glasgow;|University of Melbourne;|University of Bristol
http://dx.doi.org/10.1101/062729	2016-08-09	Cell Biology	CC-BY-NC-ND	Palmitoylation of the oncogenic RhoGEF TGAT is dispensable for membrane affinity and consequent activation of RhoA	Jakobus van Unen|Dennis Botman|Taofei Yin|Yi I. Wu|Mark A. Hink|Theodorus W.J. Gadella|Marten Postma|Joachim Goedhart	University of Amsterdam;|University of Connecticut Health Center
http://dx.doi.org/10.1101/068569	2016-08-09	Ecology	CC-BY-NC-ND	Compensation masks trophic cascades in complex food webs	Ashkaan K Fahimipour|Kurt E Anderson|Richard J Williams	University of Oregon;|University of California, Riverside;|Vibrant Data Inc.
http://dx.doi.org/10.1101/064550	2016-08-09	Microbiology		Bacterial invasion of the pancreas revealed after analyses of the pancreatic cyst fluids	Vilvapathy Narayanan|Wesley K Utomo|Marco J Bruno|Maikel P Peppelenbosch|Sergey R Konstantinov	Erasmusmc
http://dx.doi.org/10.1101/068627	2016-08-09	Genomics	CC-BY-NC-ND	Animals actively use at least half of the genome	Warren R Francis|Gert Worheide	Ludwig-Maximilians Universität München
http://dx.doi.org/10.1101/068601	2016-08-09	Animal Behavior and Cognition	CC-BY-NC	Hierarchical Bayesian estimation of metacognitive efficiency from confidence ratings	Stephen M Fleming	University College London
http://dx.doi.org/10.1101/068536	2016-08-09	Genetics	CC-BY-NC	Visualizing the Geography of Genetic Variants	Joseph H Marcus|John Novembre	University of Chicago
http://dx.doi.org/10.1101/068577	2016-08-09	Biochemistry	CC-BY	Development and Application of Equilibrium Thermodynamic Models Describing Coupled Protein Oligomerization and Ligand Binding	Martin L Rennie|Richard L Kingston	National University of Ireland;|University of Auckland
http://dx.doi.org/10.1101/068684	2016-08-09	Genetics	CC-BY-NC-ND	Polygenic analysis of schizophrenia and 19 immune diseases reveals modest pleiotropy	Jennie G Pouget|Buhm Han|Emmanuel Mignot|Hanna M Ollila|Jonathan Barker|Sarah Spain|Nick Dand|Richard Trembath|Javier Martin|Maureen D Mayes|Lara Bossini-Castillo|Elena Lopez-Isac|Ying Jin|Stephanie Santorico|Richard A Spritz|Soumya Raychaudhuri|Jo Knight	Centre for Addiction and Mental Health;|Asan Medical Center, Seoul, Republic of Korea;|Stanford University School of Medicine, Palo Alto, CA, USA;|Division of Genetics and Molecular Medicine, Kings College London, UK;|Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge, UK;|Institute of Parasitology and Biomedicine Lopez-Neyra, Granada, Spain;|The University of Texas Health Science Center Houston, Houston, TX, USA;|University of Colorado School of Medicine, Aurora, CO, USA;|Program in Medical and Population Genetics, Broad Institute of MIT and Harvard, Cambridge, MA, USA;|Data Science Institute, Lancaster University, Lancaster, UK
http://dx.doi.org/10.1101/068585	2016-08-09	Neuroscience	CC-BY-NC-ND	Oxytocin enhances intrinsic corticostriatal functional connectivity in women	Richard Alexander Ingmar Bethlehem|Michael V. Lombardo|Meng-Chuan Lai|Bonnie Auyeung|Sarah Crockford|Julia Deakin|Sentil Soubramanian|Akeem Sule|Prantik Kundu|Valerie Voon|Simon Baron-Cohen	Autism Research Centre, University of Cambridge;|University of Cyprus;|Department of Psychiatry, University of Toronto;|Department of Psychology, University of Edinburgh;|Cambridgeshire and Peterborough NHS Foundation Trust (CPFT), Cambridge, UK;|Brain Imaging Center, Icahn Institute of Medicine at Mt. Sinai;|Behavioural and Clinical Neuroscience Institute, University of Cambridge
http://dx.doi.org/10.1101/068668	2016-08-09	Cell Biology	CC-BY-NC-ND	Excitability in the p53 network mediates robust signaling with tunable activation thresholds in single cells	Gregor Moenke|Elena Christiano|Ana Finzel|Dhana Friedrich|Hanspeter Herzel|Martin Falcke|Alexander Loewer	EMBL Heidelberg;|Berlin Institute for Medical Systems Biology;|Institute for Theoretical Biology, Charite and Humboldt University, Berlin;|Max Delbrueck Center in the Helmholtz Association, Berlin;|Technical University Darmstadt
